案件編號,發生日期,GPS經度,GPS緯度,案件類別名稱,地址類型名稱,發生縣市名稱,受傷人數,天候名稱, 速限-第1當事者,道路型態大類別名稱,事故位置大類別名稱,號誌-號誌種類名稱,事故類型及型態大類別名稱,肇因研判子類別名稱-主要
11001AC191B1195,20210102,120.224754,22.975962,交通事故,交叉路口,臺南市東區中華東路3段號崇德路,1,晴,40,交岔路,交叉路口,行車管制號誌,汽(機)車本身,其他引起事故之違規或不當行為
11001AC191B1196,20210108,120.216936,22.985489,交通事故,交叉路口,臺南市東區府連路段號樹林街1,2,晴,40,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11001AC191B1204,20210109,120.216111,22.974348,交通事故,一般地址,臺南市東區榮譽街段39號2,1,晴,50,單路部分,路段,無號誌,車與車,未保持行車安全間隔
11001AC191B1208,20210113,120.226063,22.975787,交通事故,一般地址,臺南市東區崇德五街段71號,1,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B1210,20210106,120.222523,22.984731,交通事故,一般地址,臺南市東區崇仁街段44197號,2,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1217,20210113,120.229417,22.972234,交通事故,一般地址,臺南市東區崇道路段161號,1,陰,40,單路部分,路段,無號誌,車與車,未保持行車安全距離
11001AC191B1218,20210112,120.229679,22.989528,交通事故,一般地址,臺南市東區東寧路段425號,1,陰,40,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11001AC191B1219,20210108,120.226396,22.992399,交通事故,一般地址,臺南市東區東安路段62號,1,晴,50,單路部分,路段,無號誌,車與車,逆向行駛
11001AC191B1220,20210108,120.230804,22.969657,交通事故,一般地址,臺南市東區崇善路段703號,1,晴,50,單路部分,路段,無號誌,車與車,左轉彎未依規定
11001AC191B1230,20210115,120.240048,22.985045,交通事故,一般地址,臺南市東區裕平路段39號,1,晴,40,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B1232,20210115,120.216057,22.972734,交通事故,其他,臺南市東區段號中華東路橋上往南方向,1,晴,60,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B1246,20210115,120.223697,22.980229,交通事故,交叉路口,臺南市東區崇善路段號崇學路,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反特定標誌(線)禁制
11001AC191B1250,20210115,120.232585,22.972077,交通事故,交叉路口,臺南市東區仁和路段號文化二街,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1256,20210115,120.227673,22.989825,交通事故,交叉路口,臺南市東區林森路2段192號裕豐街,2,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1261,20210109,120.229126,22.97452,交通事故,交叉路口,臺南市東區崇善路段號崇善四街,2,晴,50,交岔路,交叉路口,無號誌,車與車,其他引起事故之違規或不當行為
11001AC191B1264,20210114,120.234543,22.998354,交通事故,交叉路口,臺南市東區中華東路1段號小東路,1,晴,40,交岔路,交叉路口,行車管制號誌,車與車,未保持行車安全距離
11001AC191B1265,20210115,120.216632,22.975072,交通事故,一般地址,臺南市東區立德二路段542號0立德二路,4,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1266,20210115,120.222672,22.979133,交通事故,交叉路口,臺南市東區崇學路段號崇學路96,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B1267,20210115,120.217455,22.979875,交通事故,一般地址,臺南市東區崇明路段101號,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1270,20210115,120.222608,22.977385,交通事故,一般地址,臺南市東區崇德路段288號,1,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B1279,20210115,120.234514,22.976988,交通事故,交叉路口,臺南市東區東門路3段226號東門路32268,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1283,20210115,120.235149,22.988573,交通事故,一般地址,臺南市東區裕農路段609號,1,晴,50,單路部分,路段,無號誌,車與車,未依規定讓車
11001AC191B1286,20210115,120.229126,22.97452,交通事故,交叉路口,臺南市東區崇善路段號崇善四街,1,晴,40,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1289,20210115,120.227136,22.98711,交通事故,一般地址,臺南市東區裕豐街段166號,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1300,20210107,120.233536,22.998367,交通事故,一般地址,臺南市東區小東路段352號,1,晴,50,單路部分,路段,無號誌,車與車,起步未注意其他車(人)安全
11001AC191B1310,20210106,120.212866,22.991449,交通事故,交叉路口,臺南市東區青年路段號前鋒路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11001AC191B1319,20210115,120.222952,22.986212,交通事故,一般地址,臺南市東區林森路2段30號,1,晴,50,單路部分,路段,無號誌,車與車,起步未注意其他車(人)安全
11001AC191B1323,20210115,120.223074,22.985472,交通事故,一般地址,臺南市東區東門路2段157號,2,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11001AC191B1349,20210116,120.214886,22.971177,交通事故,一般地址,臺南市東區大同路2段431號,1,晴,40,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B1360,20210116,120.22161,22.981686,交通事故,交叉路口,臺南市東區崇善路段號崇德二街,1,晴,30,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B1362,20210116,120.236647,22.971016,交通事故,一般地址,臺南市東區仁和路段1395126號,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1378,20210110,120.214886,22.996672,交通事故,交叉路口,臺南市東區大學路西段段號育樂街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11001AC191B1395,20210116,120.233129,22.968096,交通事故,一般地址,臺南市東區德東街段358號0,1,晴,40,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B1427,20210116,120.226404,22.974781,交通事故,一般地址,臺南市東區崇德路段471-2號,2,晴,40,單路部分,路段,無號誌,車與車,違反特定標誌(線)禁制
11001AC191B1428,20210116,120.225212,22.962881,交通事故,交叉路口,臺南市東區崇元二街段號崇吉三街,3,晴,50,交岔路,交叉路口,無號誌,車與車,未注意車前狀態
11001AC191B1456,20210110,120.227378,22.986041,交通事故,其他,臺南市東區段號裕農路與裕農路288巷口,2,晴,50,交岔路,交叉路口,無號誌,汽(機)車本身,未注意車前狀態
11001AC191B1464,20210117,120.23267,22.992775,交通事故,交叉路口,臺南市東區莊敬路段號凱旋路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11001AC191B1471,20210106,120.227079,22.995461,交通事故,一般地址,臺南市東區東安路段209號0,1,晴,50,單路部分,路段,無號誌,車與車,違規停車或暫停不當而肇事
11001AC191B1483,20210117,120.216461,22.981332,交通事故,一般地址,臺南市東區崇明路段33號,1,晴,40,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11001AC191B1486,20210108,120.227667,22.989814,交通事故,一般地址,臺南市東區林森路2段192139號0,2,晴,40,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1491,20210101,120.227143,22.995564,交通事故,交叉路口,臺南市東區東平路段號東安路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,右轉彎未依規定
11001AC191B1493,20210110,120.234311,22.996943,交通事故,一般地址,臺南市東區中華東路1段24號,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,右轉彎未依規定
11001AC191B1494,20210117,120.234186,22.994675,交通事故,交叉路口,臺南市東區中華東路段號東平路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11001AC191B1507,20210116,120.242269,22.989592,交通事故,一般地址,臺南市東區裕農路段870號,2,晴,40,單路部分,路段,無號誌,車與車,違規停車或暫停不當而肇事
11001AC191B1512,20210115,120.228107,22.985084,交通事故,交叉路口,臺南市東區東門路2段30153號裕豐街84,3,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1526,20210117,120.230161,22.98728,交通事故,一般地址,臺南市東區裕農路段375號,2,晴,40,單路部分,路段,無號誌,車與車,右轉彎未依規定
11001AC191B1538,20210115,120.227315,22.998441,交通事故,交叉路口,臺南市東區東和路段號東安路,1,晴,50,交岔路,交叉路口,行車管制號誌,人與汽(機)車,搶越行人穿越道
11001AC191B1539,20210117,120.233141,22.97126,交通事故,交叉路口,臺南市東區仁和路段號仁和路109,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11001AC191B1574,20210117,120.229657,22.97283,交通事故,交叉路口,臺南市東區崇善路段號崇德十一街,1,晴,50,交岔路,其他,行車管制號誌,人與汽(機)車,搶越行人穿越道
11001AC191B1617,20210118,120.220598,22.982495,交通事故,其他,臺南市東區段號崇善路上(監理站側門旁),1,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B1620,20210118,120.215837,22.99657,交通事故,交叉路口,臺南市東區大學路西段段號育樂街66,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11001AC191B1631,20210118,120.213668,22.97761,交通事故,其他,臺南市東區段號大同路二段137號前,1,晴,40,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11001AC191B1638,20210118,120.232255,22.96701,交通事故,交叉路口,臺南市東區崇善路段號崇善東路,1,晴,50,交岔路,其他,行車管制號誌,人與汽(機)車,未注意車前狀態
11001AC191B1651,20210103,120.215341,22.985091,交通事故,交叉路口,臺南市東區府連路段號慶東街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違規超車
11001AC191B1653,20210105,120.215947,22.967424,交通事故,交叉路口,臺南市東區大同路2段號國民路,2,陰,40,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,不明原因肇事
11001AC191B1663,20210118,120.236126,22.977634,交通事故,一般地址,臺南市東區東門路3段17954號,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1680,20210103,120.224459,22.998501,交通事故,交叉路口,臺南市東區林森路2段號東和路,1,晴,40,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11001AC191B1683,20210119,120.236457,22.988637,交通事故,交叉路口,臺南市東區裕農路段668號裕農路66835,1,晴,30,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11001AC191B1684,20210118,120.218042,22.979519,交通事故,一般地址,臺南市東區崇明路段123號,1,晴,50,單路部分,路段,無號誌,汽(機)車本身,不明原因肇事
11001AC191B1695,20210118,120.239799,22.989117,交通事故,一般地址,臺南市東區裕農路段808號,1,晴,50,單路部分,其他,行車管制號誌,車與車,未保持行車安全間隔
11001AC191B1697,20210118,120.246881,22.990871,交通事故,交叉路口,臺南市東區裕農路段979號裕平一街,1,晴,50,交岔路,交叉路口,無號誌,車與車,未注意車前狀態
11001AC191B1726,20210119,120.227506,22.968691,交通事故,交叉路口,臺南市東區崇德路段號崇德十八街,2,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1734,20210119,120.234632,22.988563,交通事故,交叉路口,臺南市東區裕農路段5712號裕農路,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1747,20210119,120.221524,22.973698,交通事故,交叉路口,臺南市東區中華東路3段號中華東路3377,1,晴,60,交岔路,其他,行車管制號誌,人與汽(機)車,未注意車前狀態
11001AC191B1749,20210119,120.212213,22.997277,交通事故,其他,臺南市東區段號北門路火車站前,1,晴,50,圓環廣場,其他,無號誌,車與車,未依規定讓車
11001AC191B1752,20210118,120.238019,22.9803,交通事故,交叉路口,臺南市東區東成街段號東成街200,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1753,20210118,120.219055,22.986985,交通事故,一般地址,臺南市東區長榮路2段18號,2,晴,50,單路部分,路段,行車管制號誌,車與車,未注意車前狀態
11001AC191B1754,20210119,120.218469,22.980317,交通事故,一般地址,臺南市東區崇德路段96號,1,晴,40,單路部分,路段,無號誌,車與車,違反特定標誌(線)禁制
11001AC191B1760,20210119,120.233552,22.987382,交通事故,其他,臺南市東區段號中華東路二段45號前,1,晴,0,交岔路,交叉路口,行車管制號誌,汽(機)車本身,其他引起事故之違規或不當行為
11001AC191B1767,20210106,120.232908,22.969839,交通事故,交叉路口,臺南市東區崇善十二街段號崇善十一街54,2,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1768,20210106,120.227822,22.982369,交通事故,交叉路口,臺南市東區東門路2段號東門路2365,1,陰,30,交岔路,交叉路口,行車管制號誌,車與車,起步未注意其他車(人)安全
11001AC191B1770,20210120,120.223078,22.974267,交通事故,交叉路口,臺南市東區中華東路段號崇明路,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),人與汽(機)車,未注意車前狀態
11001AC191B1777,20210120,120.221632,22.98177,交通事故,交叉路口,臺南市東區崇善路段號龍山街,1,晴,50,單路部分,路段,行車管制號誌,車與車,未保持行車安全距離
11001AC191B1778,20210120,120.23566,22.976089,交通事故,一般地址,臺南市東區東門路3段262號,1,晴,30,單路部分,路段,無號誌,車與車,未靠右行駛
11001AC191B1809,20210120,120.231853,22.973343,交通事故,交叉路口,臺南市東區崇善七街段號仁和路,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
